ID,X01,X02,X03,X04,X05,X06,X07,X08,X09,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,Y
18401,41.29,124.67,261.92,304.29,10.18,10.12,10.46,170.59,616.7,46.46,46.6,900.46,5765.38,5299.0,5801.5,8.0,28.0,5882.09,12.0,833.87,46.29,8.0,84.28,299091.0,3
18402,42.69,125.23,266.27,307.94,10.19,10.08,10.47,170.22,622.34,42.21,44.69,962.0,5778.5,5313.13,5818.13,7.96,28.0,5885.79,12.0,835.81,52.08,7.97,82.1,298798.0,3
18403,40.21,124.36,258.38,295.55,10.2,10.13,10.46,170.79,623.05,31.9,38.96,966.46,5786.38,5316.38,5816.38,7.97,28.0,5876.27,12.0,837.37,53.08,7.96,82.25,299289.0,3
18404,42.11,125.59,263.81,303.81,10.2,10.1,10.47,170.79,623.05,35.55,42.41,934.74,5786.38,5310.38,5822.88,7.89,28.0,5871.28,12.0,833.1,82.44,7.91,80.06,301887.0,2
18405,41.37,124.79,262.18,301.8,10.2,10.1,10.46,171.94,595.48,51.6,49.18,926.73,5779.63,5310.75,5815.0,7.92,28.0,5872.85,12.0,833.06,64.56,7.93,78.71,301346.0,2
18406,42.44,125.6,263.83,300.89,10.2,10.1,10.46,170.93,620.8,30.69,37.84,986.94,5773.63,5301.5,5809.38,7.89,28.0,5866.47,12.0,834.39,72.64,7.9,78.94,302400.0,2
18407,41.19,124.86,259.32,298.99,10.19,10.1,10.47,172.54,605.46,26.63,32.49,965.87,5785.38,5309.0,5830.0,7.88,28.0,5858.06,12.0,835.4,59.56,7.89,83.12,303209.0,2
18408,46.22,126.34,275.43,315.82,10.21,10.11,10.47,176.25,623.18,37.69,43.54,905.52,5781.13,5305.0,5809.75,7.91,28.0,5861.2,12.0,837.05,50.87,7.93,84.25,300295.0,1
18409,42.25,123.83,266.42,307.08,10.21,10.11,10.45,177.66,609.06,62.14,51.62,948.35,5773.13,5291.38,5820.63,7.9,28.0,5852.05,12.0,834.16,40.56,7.93,84.12,301366.0,1
18410,42.05,124.96,265.45,301.96,10.21,10.08,10.45,173.82,604.73,29.48,35.57,993.85,5760.38,5287.13,5812.13,7.9,28.0,5855.66,15.0,518.98,52.69,7.92,82.34,300294.0,1
18411,41.65,124.88,264.32,303.94,10.18,10.08,10.48,172.18,595.93,29.2,34.82,957.64,5786.0,5308.13,5834.5,7.9,28.0,5846.69,12.15,506.14,60.13,7.84,79.33,303679.0,1
18412,42.5,125.45,264.02,302.19,10.18,10.1,10.46,178.98,611.42,32.12,39.45,932.54,5766.38,5292.88,5821.75,7.89,28.0,5842.81,12.0,511.63,113.26,7.91,78.01,300668.0,1
18413,42.67,125.1,264.65,302.36,10.2,10.1,10.47,176.23,607.81,35.8,42.15,933.49,5767.5,5286.75,5817.13,7.94,28.0,5845.12,15.0,518.35,92.75,7.93,79.37,299904.0,1
18414,42.44,124.92,264.15,301.96,10.18,10.1,10.45,176.23,607.81,59.48,50.0,945.76,5787.13,5302.13,5799.63,7.91,28.0,5841.88,30.0,0.0,76.45,7.92,78.19,300282.0,1
18415,42.64,124.91,264.48,304.21,10.19,10.12,10.47,176.15,617.15,32.58,38.6,987.1,5770.13,5299.0,5801.5,7.92,30.0,5819.61,20.0,0.0,119.76,7.9,78.79,300071.0,1
18416,42.79,125.18,263.57,299.26,10.19,10.11,10.46,176.87,626.97,21.27,28.28,981.9,5778.25,5305.0,5819.38,7.91,30.0,5805.56,10.0,817.18,123.25,7.9,79.77,300152.0,1
18417,43.21,125.02,265.11,305.11,10.19,10.12,10.49,171.57,623.73,20.46,27.56,946.77,5778.25,5305.0,5818.25,7.95,30.0,5805.56,10.0,795.15,103.4,7.96,83.05,299742.0,1
18418,42.19,124.64,261.87,299.62,10.19,10.1,10.47,170.92,616.57,22.45,31.08,943.59,5765.75,5302.5,5821.13,8.0,30.0,5803.34,10.0,796.42,100.05,7.94,82.94,296866.0,1
18419,42.3,124.99,261.43,300.7,10.2,10.11,10.48,175.71,595.62,28.58,40.12,907.87,5774.75,5309.38,5818.0,8.03,30.0,5792.9,10.0,793.2,148.65,7.93,83.65,298473.0,1
18420,43.23,125.19,264.78,303.82,10.19,10.09,10.47,176.15,602.99,42.87,46.82,940.24,5781.5,5307.88,5835.13,8.06,30.0,5792.62,8.0,566.38,214.03,7.86,81.9,305309.0,1
18421,42.11,124.8,261.52,298.93,10.19,10.1,10.45,176.81,598.62,26.72,36.51,986.12,5782.38,5309.25,5832.38,8.08,30.0,5784.76,8.0,562.54,215.35,7.82,80.25,307827.0,1
18422,43.67,125.7,265.91,305.57,10.2,10.1,10.47,182.3,603.46,24.55,33.95,955.49,5786.0,5313.5,5840.38,8.1,30.0,5785.13,8.0,561.46,161.56,7.91,83.43,299445.0,1
18423,44.09,125.08,267.89,310.98,10.2,10.14,10.47,176.85,619.29,21.33,29.36,950.75,5788.25,5315.38,5827.88,8.12,30.0,5785.96,8.0,557.91,178.62,7.88,82.67,298873.0,1
18424,41.28,124.43,260.7,297.11,10.19,10.1,10.47,176.85,619.29,33.69,44.39,900.76,5787.75,5312.13,5838.13,8.13,30.0,5779.4,8.0,560.69,163.1,7.87,81.37,297946.0,1
18425,42.86,125.38,263.91,301.43,10.19,10.12,10.48,178.39,606.99,45.47,48.83,944.26,5766.88,5300.75,5818.0,8.15,30.0,5782.73,7.0,560.1,159.28,7.86,81.25,302277.0,1
18426,43.73,125.02,267.73,307.14,10.2,10.1,10.49,175.41,591.76,29.11,41.32,971.26,5761.38,5294.25,5815.63,8.17,30.0,5772.47,7.0,559.73,178.31,7.86,82.19,299074.0,1
18427,43.25,125.08,265.97,305.03,10.19,10.11,10.46,173.76,584.65,23.56,34.99,964.89,5768.63,5301.13,5815.0,8.17,30.0,5772.56,7.0,561.17,178.32,7.86,82.19,299519.0,1
18428,44.48,125.49,269.74,306.38,10.2,10.08,10.47,170.85,605.68,23.66,35.32,956.37,5781.38,5309.63,5825.75,8.18,30.0,5774.6,7.0,559.1,162.73,7.89,82.31,300759.0,2
18429,41.65,124.03,262.91,303.05,10.19,10.12,10.48,172.46,607.62,34.87,45.65,916.3,5775.0,5300.0,5826.38,8.19,30.0,5764.61,7.0,559.95,122.71,7.89,81.28,299295.0,2
18430,42.83,125.35,264.94,303.77,10.2,10.09,10.48,172.65,603.9,49.87,51.11,944.01,5772.13,5301.0,5822.13,8.2,30.0,5760.64,7.0,558.87,121.05,7.86,82.79,301256.0,2
18431,42.71,124.83,264.62,305.15,10.2,10.11,10.46,173.04,582.03,22.41,33.29,1021.56,5772.25,5300.38,5835.0,8.2,30.0,5766.09,7.0,559.52,97.11,7.87,81.48,301965.0,2
18432,42.67,124.97,266.41,299.05,10.21,10.11,10.46,174.64,584.69,14.14,15.56,976.16,5766.88,5299.0,5823.25,8.22,30.0,5755.92,7.0,579.0,85.72,7.87,77.83,297999.0,3
18433,42.02,124.69,265.5,305.29,10.2,10.11,10.47,171.5,582.46,21.64,34.69,872.39,5763.63,5298.25,5819.25,8.22,30.0,5751.95,7.0,554.03,128.38,7.78,75.57,303974.0,3
18434,42.72,125.37,263.72,301.36,10.2,10.11,10.46,171.5,582.46,65.27,60.25,897.44,5767.5,5301.75,5820.75,8.21,30.0,5753.24,7.0,557.92,86.32,7.83,82.46,301151.0,3
18435,43.49,125.35,265.71,305.94,10.18,10.11,10.47,174.41,580.32,30.56,42.35,1017.02,5763.5,5297.75,5816.38,8.21,30.0,5753.24,7.0,556.43,84.92,7.87,80.42,303502.0,2
18436,42.46,124.83,262.65,301.45,10.2,10.1,10.46,174.92,591.11,21.11,31.26,968.47,5763.25,5295.75,5815.75,8.2,30.0,5751.3,7.0,554.68,82.32,7.86,76.54,300624.0,2
18437,42.49,124.84,263.73,302.06,10.19,10.11,10.46,176.07,582.75,32.83,44.24,908.96,5757.5,5289.63,5817.88,8.2,30.0,5749.45,7.0,552.55,97.5,7.78,76.91,302437.0,2
18438,43.51,125.49,265.91,305.83,10.19,10.11,10.46,173.93,593.36,52.5,51.11,928.38,5770.25,5298.13,5822.5,8.19,30.0,5739.01,7.0,553.46,102.16,7.8,82.38,304727.0,2
18439,43.05,124.9,265.21,303.39,10.19,10.09,10.46,174.18,593.57,28.27,38.95,997.38,5775.75,5304.38,5832.63,8.19,30.0,5740.86,7.0,552.9,152.61,7.73,83.5,303708.0,2
18440,42.71,124.59,263.85,303.78,10.2,10.11,10.46,176.79,590.65,23.34,31.89,959.44,5775.0,5303.5,5838.13,8.23,30.0,5735.87,7.0,561.81,120.68,7.76,83.36,302166.0,2
18441,44.62,125.28,270.59,311.31,10.2,10.08,10.46,177.2,582.1,26.78,37.46,927.07,5762.13,5290.0,5822.13,8.17,30.0,5733.92,7.0,561.73,94.78,7.82,86.46,303407.0,2
18442,42.89,125.1,265.69,298.54,10.2,10.13,10.46,180.25,592.56,45.28,48.43,921.06,5780.0,5301.13,5832.5,8.15,30.0,5729.03,7.0,556.66,67.41,7.83,83.22,302918.0,2
18443,43.78,124.7,269.13,311.02,10.2,10.09,10.46,181.07,586.78,32.21,42.45,967.89,5766.38,5302.38,5835.25,8.13,30.0,5725.05,17.0,667.64,86.53,7.87,80.82,302657.0,2
18444,42.11,124.7,263.35,301.05,10.2,10.11,10.47,181.07,586.78,24.18,33.74,979.36,5751.88,5285.38,5808.63,8.12,30.0,5732.26,22.0,1175.89,105.15,7.78,76.55,304519.0,2
18445,43.48,125.04,267.23,307.63,10.18,10.11,10.48,169.88,602.43,28.64,39.84,932.62,5771.5,5294.75,5800.13,8.1,20.0,5714.98,24.0,0.0,79.56,7.87,80.82,304115.0,2
18446,42.91,124.86,264.23,302.83,10.2,10.12,10.46,173.49,599.75,35.3,44.23,937.59,5787.13,5309.25,5823.13,8.1,30.0,5718.3,15.0,1465.0,72.01,7.91,80.17,302379.0,2
18447,43.44,125.23,265.42,302.22,10.2,10.1,10.48,167.24,600.29,27.65,38.4,962.45,5791.75,5316.38,5818.63,8.08,30.0,5704.9,15.0,1470.56,72.63,7.9,79.61,307321.0,2
18448,42.79,124.73,264.88,304.4,10.2,10.11,10.48,164.56,600.2,23.78,32.93,958.29,5791.5,5310.75,5834.0,8.11,30.0,5706.19,8.0,515.64,49.62,7.96,83.19,305091.0,2
18449,43.3,125.26,265.3,304.4,10.19,10.12,10.47,163.1,597.51,25.39,36.27,940.82,5784.25,5307.13,5838.5,8.1,30.0,5699.82,8.0,509.56,50.73,8.03,86.75,303045.0,2
18450,42.76,124.8,264.44,302.8,10.19,10.08,10.47,164.48,611.45,27.65,40.11,937.16,5786.75,5303.25,5827.13,8.11,30.0,5696.12,8.0,506.85,67.77,7.92,81.41,301449.0,2
18451,43.46,125.33,265.4,299.22,10.19,10.12,10.44,162.19,618.61,35.24,45.58,930.97,5792.88,5304.38,5825.75,8.12,30.0,5696.12,8.0,507.02,62.47,7.97,79.71,300138.0,2
18452,43.49,124.84,266.59,306.8,10.06,10.1,10.47,161.85,617.22,33.23,44.55,964.66,5802.75,5321.0,5849.5,8.12,30.0,5689.0,8.0,507.55,57.79,7.98,81.09,298786.0,2
18453,43.05,125.08,265.04,301.9,10.04,10.11,10.44,162.88,621.94,20.03,29.45,1008.21,5787.88,5312.13,5848.13,8.14,30.0,5686.97,8.0,507.23,95.3,7.94,82.82,304107.0,2
18454,43.28,124.72,266.19,308.41,10.04,10.1,10.47,162.88,621.94,17.67,25.16,955.7,5782.88,5312.88,5823.63,8.13,30.0,5677.17,18.0,839.48,121.23,7.93,83.91,299242.0,2
18455,41.97,124.83,260.9,300.1,10.04,10.1,10.47,166.04,620.09,21.17,33.97,913.93,5787.88,5311.5,5820.0,8.24,30.0,5677.45,18.0,837.95,39.02,7.95,83.01,301392.0,2
18456,43.89,125.58,266.34,306.07,10.05,10.11,10.47,160.97,622.76,49.68,52.45,890.3,5791.75,5316.38,5838.88,8.23,30.0,5677.17,8.0,531.38,70.23,8.02,89.39,299280.0,2
18457,42.21,124.29,263.94,303.67,10.05,10.08,10.47,163.96,620.07,28.8,42.42,995.03,5776.5,5308.63,5825.75,8.13,30.0,5668.21,8.0,532.75,70.23,8.02,89.39,297646.0,2
18458,42.57,124.64,263.71,306.1,10.06,10.11,10.47,160.55,592.27,22.73,36.06,973.77,5788.63,5309.75,5829.75,8.14,30.0,5665.62,8.0,531.42,65.71,8.07,89.39,299731.0,2
18459,41.6,124.82,262.43,302.5,10.05,10.1,10.46,159.44,590.73,18.35,28.46,964.63,5791.0,5321.38,5832.5,8.12,30.0,5665.62,9.7,522.45,45.32,8.1,75.3,298303.0,2
18460,41.41,124.79,259.29,300.08,10.06,10.11,10.46,161.61,583.9,22.6,36.0,925.17,5797.5,5326.13,5827.5,8.13,30.0,5662.48,13.0,530.42,41.03,8.04,74.87,301770.0,2
18461,42.95,125.48,261.66,303.91,10.05,10.12,10.46,164.63,580.39,34.94,46.66,908.01,5786.88,5323.25,5823.63,8.11,30.0,5663.95,21.0,1369.62,47.0,8.02,81.22,298972.0,2
18462,42.95,125.0,263.01,304.48,10.05,10.13,10.45,162.25,598.13,36.61,45.91,974.33,5791.88,5317.88,5826.88,8.1,30.0,5651.01,21.0,1372.61,64.1,8.05,86.8,297773.0,2
18463,41.91,124.68,260.17,300.14,10.05,10.1,10.45,163.46,591.0,24.12,35.48,997.9,5780.75,5307.5,5818.63,8.11,30.0,5653.88,9.0,658.36,101.91,8.03,82.28,298809.0,2
18464,42.59,125.18,260.81,300.38,10.04,10.11,10.46,163.46,591.0,19.94,27.07,997.16,5783.0,5314.75,5823.0,8.1,30.0,5648.33,9.0,650.32,81.88,8.05,83.14,297967.0,2
18465,42.02,124.75,259.08,298.14,10.04,10.08,10.47,165.38,583.11,17.48,21.09,958.02,5802.88,5325.0,5839.75,8.11,30.0,5634.75,9.0,651.06,53.21,7.99,81.84,302434.0,2
18466,43.54,125.73,263.16,297.05,10.05,10.13,10.47,166.44,588.57,21.61,30.46,916.26,5811.75,5340.75,5854.25,8.12,30.0,5637.61,9.0,651.42,86.92,7.98,79.77,300689.0,3
18467,42.77,125.11,263.59,305.63,10.03,10.11,10.46,165.63,593.47,42.49,47.87,895.67,5787.5,5311.75,5827.5,8.12,30.0,5631.97,9.0,649.57,79.48,8.03,78.57,302342.0,3
18468,43.51,125.29,265.76,306.12,10.05,10.08,10.46,168.34,565.33,34.03,43.71,972.27,5779.75,5310.88,5822.88,8.12,30.0,5635.39,9.0,650.2,71.67,8.06,80.42,301940.0,3
18469,43.18,124.94,265.89,304.17,10.04,10.1,10.46,168.55,573.59,23.28,32.17,993.41,5782.5,5313.25,5829.63,8.11,30.0,5623.84,9.0,646.9,89.76,8.04,81.18,299476.0,3
18470,39.31,123.92,254.83,290.37,10.03,10.13,10.47,171.72,536.4,19.94,25.66,957.05,5787.63,5319.75,5827.63,8.12,30.0,5619.96,9.0,640.73,52.75,8.03,84.51,300419.0,2
18471,42.86,125.89,264.08,305.71,10.04,10.11,10.46,172.53,555.05,26.41,37.01,922.67,5802.38,5325.38,5837.88,8.12,30.0,5621.16,9.0,649.52,65.26,8.02,82.44,301851.0,2
18472,40.74,124.49,258.71,296.87,10.05,10.1,10.46,168.85,551.82,45.09,45.74,936.83,5802.13,5327.13,5844.25,8.1,30.0,5623.47,9.0,648.84,52.33,8.05,82.19,299672.0,2
18473,42.0,125.25,262.18,302.4,10.19,10.11,10.46,168.49,555.38,28.61,34.67,985.03,5792.5,5317.5,5830.38,8.11,30.0,5614.6,9.0,649.01,72.68,8.01,81.96,298768.0,2
18474,41.33,124.67,260.4,303.81,10.2,10.13,10.46,168.49,555.38,25.08,30.02,962.1,5794.0,5317.5,5831.5,8.1,30.0,5614.87,9.0,647.19,77.85,8.05,82.53,300043.0,2
18475,40.99,124.98,258.75,296.39,10.19,10.11,10.46,168.91,548.12,30.53,37.93,932.71,5795.0,5321.38,5837.5,8.11,30.0,5604.8,9.0,649.09,37.61,8.0,88.21,301841.0,1
18476,42.39,125.54,263.14,299.09,10.18,10.11,10.48,173.07,560.55,33.79,41.62,940.94,5799.63,5330.25,5845.25,8.11,30.0,5608.5,9.0,649.7,34.12,8.05,80.91,303708.0,1
18477,43.58,125.34,270.19,311.42,10.19,10.08,10.46,172.23,554.98,31.0,39.34,961.71,5799.63,5327.5,5835.25,8.1,30.0,5595.83,9.0,648.05,42.37,8.08,78.19,302162.0,1
18478,40.59,124.25,260.87,299.99,10.2,10.08,10.45,169.75,550.23,26.35,34.21,963.59,5803.5,5329.63,5843.5,8.1,30.0,5601.38,20.0,1151.19,31.01,8.06,81.02,301450.0,2
18479,41.65,125.16,262.58,303.92,10.19,10.1,10.46,169.06,550.19,25.08,32.69,952.29,5803.88,5340.63,5831.75,8.09,30.0,5590.29,22.0,1149.85,15.13,8.1,87.82,300707.0,2
18480,41.18,124.98,260.89,297.24,10.19,10.1,10.47,170.4,549.12,28.08,38.28,906.35,5795.63,5329.63,5828.88,8.09,30.0,5592.13,22.0,1154.01,39.02,8.05,79.8,301893.0,2
18481,40.95,124.74,260.1,297.69,10.18,10.1,10.46,167.09,552.4,34.28,42.73,959.65,5796.5,5332.5,5838.25,8.1,30.0,5586.59,12.0,1083.55,24.46,8.11,83.17,298697.0,2
18482,41.65,125.08,262.41,302.34,10.19,10.1,10.48,172.97,549.48,23.99,30.92,990.42,5807.88,5341.13,5835.13,8.11,30.0,5575.5,11.0,1082.26,24.65,8.14,83.34,295278.0,2
18483,41.09,124.49,261.33,304.76,10.2,10.13,10.46,172.74,554.42,18.88,20.78,968.74,5806.0,5332.13,5839.88,8.12,30.0,5571.8,11.0,1078.45,57.81,8.11,77.31,296169.0,2
18484,41.74,125.33,262.81,302.47,10.18,10.12,10.46,172.74,554.42,25.33,33.67,900.35,5802.5,5333.25,5839.75,8.13,30.0,5566.25,7.0,319.11,95.35,8.13,76.98,296090.0,2
18485,40.51,124.3,259.24,300.08,10.17,10.08,10.46,170.74,543.08,46.59,47.82,913.41,5791.13,5325.0,5828.88,8.15,30.0,5564.4,7.0,309.56,116.07,8.1,82.87,294682.0,2
18486,41.65,125.55,261.92,298.48,10.18,10.25,10.46,169.92,544.21,30.94,39.36,982.2,5819.5,5344.13,5850.63,8.16,30.0,5564.4,7.0,313.38,136.18,8.13,84.81,294512.0,2
18487,42.44,125.04,267.65,310.68,10.17,10.12,10.47,179.05,519.83,25.52,31.96,960.43,5796.88,5333.0,5834.38,8.17,30.0,5558.86,7.0,313.62,136.18,8.13,84.81,295802.0,2
18488,39.76,124.04,258.01,295.7,10.18,10.12,10.47,172.5,555.27,28.12,34.91,941.36,5811.13,5344.25,5837.13,8.18,30.0,5553.31,7.0,307.84,150.6,8.11,80.31,294497.0,2
18489,41.59,125.38,264.07,304.93,10.2,10.11,10.47,172.2,516.99,30.91,38.65,938.4,5812.75,5348.88,5851.63,8.19,30.0,5560.71,7.0,311.64,156.22,8.11,74.34,295722.0,2
18490,42.41,125.59,266.43,299.4,10.22,10.07,10.48,173.47,528.94,36.11,42.7,930.78,5816.75,5358.88,5852.5,8.2,30.0,5562.56,7.0,310.41,95.08,8.15,82.07,295300.0,2
18491,40.4,124.34,262.37,298.6,10.22,10.14,10.47,183.62,531.14,34.19,41.36,955.87,5811.38,5351.75,5852.13,8.19,30.0,5549.62,13.0,311.86,91.5,8.14,81.31,300384.0,2
18492,41.41,125.39,264.56,300.53,10.2,10.09,10.47,182.11,542.23,31.87,39.35,952.69,5816.63,5356.63,5855.25,8.19,30.0,5549.62,13.0,318.35,75.06,8.12,84.04,300175.0,2
18493,42.06,125.5,262.16,299.52,10.19,10.11,10.45,177.81,542.58,29.91,36.77,952.01,5814.5,5341.0,5847.38,8.17,30.0,5545.92,13.0,311.11,59.16,8.1,79.9,302189.0,3
18494,41.0,124.56,261.54,300.71,10.2,10.12,10.46,177.81,542.58,27.13,32.89,957.87,5795.38,5330.75,5837.5,8.16,30.0,5545.92,13.0,310.63,41.09,8.07,77.35,304240.0,3
18495,40.7,124.76,259.5,296.32,10.2,10.11,10.45,179.31,516.0,30.69,38.11,928.08,5810.38,5331.5,5836.25,8.14,30.0,5545.92,8.0,315.89,87.76,8.17,82.05,301401.0,4
18496,41.62,125.34,261.49,299.02,10.2,10.1,10.47,177.68,502.55,34.99,41.72,942.54,5795.38,5330.38,5847.0,8.12,30.0,5545.92,8.0,317.71,56.86,8.18,90.44,295961.0,3
18497,41.46,124.93,262.31,301.33,10.2,10.11,10.48,182.3,506.51,31.96,39.37,960.87,5797.63,5332.5,5833.63,8.1,30.0,5540.37,8.0,317.2,54.21,8.12,80.78,297270.0,2
18498,42.03,125.74,261.72,286.95,10.19,10.1,10.47,182.74,493.34,30.26,37.18,963.09,5796.25,5325.0,5830.5,8.07,30.0,5545.92,8.0,315.57,62.04,8.16,82.68,296054.0,2
18499,41.09,124.82,261.27,298.38,10.18,10.09,10.48,184.92,486.05,26.84,32.81,963.44,5789.13,5322.25,5819.38,8.05,30.0,5538.52,21.0,1319.54,51.51,8.14,85.9,296806.0,2
18500,42.58,125.04,266.05,305.35,10.19,10.11,10.46,179.97,485.98,24.02,34.94,943.64,5814.0,5339.0,5828.38,8.03,30.0,5536.67,21.0,1325.75,36.62,8.16,83.42,295158.0,1
18501,41.93,124.92,265.91,305.87,10.21,10.08,10.45,178.77,481.76,28.71,41.67,923.92,5818.0,5335.25,5846.25,8.01,33.0,5525.58,10.0,929.63,63.29,8.09,79.77,297898.0,1
18502,40.23,124.23,260.19,298.83,10.19,10.12,10.46,181.71,489.92,34.13,44.91,949.0,5811.38,5336.38,5840.0,8.0,33.0,5527.43,10.0,930.97,48.75,8.09,80.53,297732.0,1
18503,40.47,125.29,260.32,288.05,10.2,10.25,10.47,180.12,504.78,25.42,39.05,969.64,5815.38,5340.75,5842.88,8.0,33.0,5527.43,10.0,929.55,30.68,8.14,81.1,298262.0,1
18504,41.13,124.84,263.89,306.07,10.2,10.27,10.48,180.12,504.78,23.69,36.7,956.08,5822.75,5354.63,5848.25,8.0,33.0,5521.89,10.0,929.51,49.74,8.14,82.92,296073.0,1
18505,41.61,125.23,265.59,305.29,10.2,10.23,10.48,178.78,469.54,25.23,39.41,935.65,5806.5,5340.75,5846.13,8.0,33.0,5518.19,10.0,928.08,52.01,8.1,81.31,297277.0,1
18506,40.32,124.63,261.5,293.77,10.18,10.26,10.43,177.09,465.72,27.47,41.68,939.76,5805.63,5340.0,5841.38,8.0,33.0,5510.79,10.0,927.54,35.29,8.13,81.65,298054.0,1
18507,40.63,124.98,259.67,298.98,10.21,10.24,10.47,178.08,477.64,33.13,45.06,937.27,5806.13,5338.63,5807.5,8.01,33.0,5495.54,30.0,0.0,47.38,8.13,83.18,297295.0,1
18508,42.43,125.44,264.27,304.34,10.2,10.26,10.45,187.38,482.91,29.2,42.51,965.54,5804.5,5338.0,5810.5,8.02,33.0,5482.05,20.0,0.0,65.22,8.06,80.83,298011.0,1
18509,42.12,125.27,265.19,302.94,10.21,10.25,10.45,183.16,472.1,23.13,35.42,974.79,5824.38,5360.0,5852.63,8.06,33.0,5469.85,10.0,782.86,69.01,8.08,79.86,296934.0,1
18510,40.59,124.59,259.24,296.24,10.28,10.26,10.48,183.97,491.93,23.34,35.47,948.68,5828.88,5349.25,5850.63,8.12,33.0,5469.02,10.0,779.48,89.97,8.08,80.01,296645.0,1
18511,42.19,125.45,263.67,302.12,10.34,10.27,10.49,187.29,475.32,29.23,42.62,921.37,5819.25,5341.75,5846.38,8.2,33.0,5468.27,8.0,486.44,50.78,8.11,82.65,296743.0,1
18512,40.9,124.37,261.32,301.23,10.35,10.26,10.46,187.01,480.88,36.14,45.45,944.94,5811.88,5335.38,5845.38,8.25,33.0,5454.87,8.0,482.38,38.85,8.1,82.53,295720.0,1
18513,42.44,125.82,263.9,294.32,10.33,10.27,10.63,190.29,488.08,26.23,37.18,979.86,5804.0,5332.5,5841.75,8.31,33.0,5460.33,8.0,481.54,48.02,8.1,79.05,296996.0,1
18514,44.9,126.16,273.56,308.27,10.33,10.26,10.47,190.29,488.08,21.92,29.71,967.32,5809.88,5335.63,5842.13,8.33,33.0,5461.9,8.0,482.73,39.2,8.11,81.8,299067.0,1
18515,41.74,124.41,265.05,298.77,10.35,10.26,10.46,191.81,473.79,26.57,36.88,921.11,5813.5,5334.75,5848.63,8.34,33.0,5455.8,8.0,482.78,62.4,8.05,81.58,298704.0,1
18516,41.79,125.0,265.27,301.37,10.34,10.28,10.47,198.56,463.45,34.44,43.74,929.98,5819.13,5342.38,5850.5,8.36,33.0,5451.64,8.0,481.18,58.26,8.02,80.53,299938.0,1
18517,42.27,124.82,266.76,305.26,10.35,10.26,10.46,194.38,487.27,32.33,42.4,960.78,5793.38,5328.63,5834.75,8.38,33.0,5447.39,8.0,480.05,58.23,8.02,80.53,300229.0,1
18518,40.69,124.56,261.7,299.07,10.35,10.24,10.47,196.88,479.59,25.48,33.91,977.8,5808.88,5328.88,5838.75,8.39,33.0,5442.12,8.0,480.55,48.77,8.07,79.72,296739.0,1
18519,41.92,125.16,264.63,305.48,10.33,10.27,10.45,199.19,478.16,25.2,34.3,946.2,5799.75,5335.38,5833.63,8.41,33.0,5448.13,8.0,482.21,41.99,8.14,81.25,295584.0,1
18520,40.6,124.49,261.35,300.4,10.35,10.22,10.46,195.22,486.83,28.4,38.94,933.32,5789.75,5331.5,5835.75,8.43,33.0,5439.81,8.0,482.24,52.47,8.16,79.9,297579.0,1
18521,42.92,125.86,266.22,303.35,10.36,10.28,10.46,197.2,469.89,34.16,43.43,932.8,5819.88,5350.25,5855.63,8.45,33.0,5436.85,8.0,482.9,46.94,8.19,77.66,296204.0,1
18522,40.75,124.47,261.83,300.18,10.34,10.27,10.46,195.53,463.6,35.27,43.43,958.62,5818.88,5336.38,5844.0,8.45,33.0,5442.86,8.0,483.57,55.16,8.19,80.71,295279.0,1
18523,41.09,125.27,261.89,292.64,10.37,10.23,10.47,194.0,467.01,24.06,32.59,983.49,5811.88,5347.13,5851.13,8.46,33.0,5432.13,8.0,478.09,71.88,8.1,79.22,299234.0,1
18524,41.97,125.06,264.41,304.66,10.35,10.26,10.47,194.0,467.01,22.94,31.51,945.56,5822.38,5353.5,5846.38,8.5,33.0,5432.13,8.0,483.4,57.7,8.15,81.24,299013.0,1
18525,40.83,124.68,259.91,295.83,10.35,10.27,10.46,191.81,451.58,26.6,37.61,932.43,5800.38,5329.75,5832.63,8.48,33.0,5431.03,8.0,479.7,71.1,8.17,84.21,298682.0,1
18526,40.81,124.89,259.47,295.84,10.34,10.25,10.47,194.79,459.88,25.61,36.21,956.42,5801.5,5342.5,5841.75,8.48,33.0,5427.6,8.0,479.98,67.03,8.14,86.57,298521.0,1
18527,42.28,125.48,264.59,301.39,10.37,10.26,10.46,192.33,475.77,26.23,37.44,948.41,5816.63,5347.0,5843.5,8.48,33.0,5428.9,8.0,482.36,72.11,8.17,84.24,298680.0,1
18528,40.84,124.73,261.03,295.11,10.37,10.27,10.46,193.85,461.55,28.55,40.64,944.18,5820.25,5348.88,5848.88,8.51,33.0,5423.08,8.0,482.61,73.37,8.14,80.47,299020.0,1
18529,41.92,125.18,264.45,303.4,10.34,10.24,10.46,193.03,452.44,32.33,43.8,938.98,5816.0,5341.0,5841.0,8.51,33.0,5418.08,8.0,482.47,71.22,8.18,81.36,299122.0,1
18530,42.53,125.15,266.25,303.72,10.35,10.27,10.46,190.53,443.43,32.33,43.91,952.25,5813.0,5347.88,5854.63,8.49,33.0,5412.91,8.0,484.28,68.38,8.17,82.92,296635.0,1
18531,42.11,125.18,264.34,302.92,10.37,10.25,10.47,191.14,479.5,24.83,36.79,968.96,5813.63,5345.0,5841.13,8.49,33.0,5420.49,8.0,483.33,56.54,8.14,81.96,297134.0,1
